abstract,address,author,booktitle,citation_key,copyright,doi,entry_type,file,isbn,issn,journal,language,month,number,pages,publisher,shorttitle,title,url,urldate,volume,year
"Maintaining optimal yield plays a crucial role in the prosperity of agriculture and in turn the economy of the country. One way to optimize this yield is by early and accurate detection and diagnosis of crop diseases. Traditional methods that involve manual inspection or the like tend to be tedious and often inaccurate. Hence the use of machine learning and convolutional neural networks have proven to be of great advantage in terms of accuracy, reliability, ease of implementation etc. This paper explores various deep learning models such as AlexNet, ResNet, Swin Transformer, Vgg-16, vit model for plant leaf disease detection and classification on a dataset of mango leaves and compares aspects such as accuracy and loss. Further the models have been combined using feature fusion, and their accuracies compared. Finally, a combination of ResNet and AlexNet has been proposed with an impressive accuracy of 99.97\%. Further, Grad-CAM (Gradient-weighted Class Activation Mapping) has been implemented to highlight important regions in the leaf images which improves visualization. This can potentially provide an accurate identification and classification of plant diseases based on leaf images.",,"Radhakrishnan, Menaka",,radhakrishnanImplementationExplainableAi2025b,https://creativecommons.org/licenses/by-nc-nd/4.0,10.5565/rev/elcvia.2009,article,Full Text:C\:\\Users\\kamalesh\\My Drive\\College\\3. PhD\\Zotero\\storage\\RTUWF93G\\Radhakrishnan - 2025 - Implementation of Explainable Ai in Deep Learning Methods for Multiclass Classification of Plant Dis.pdf:application/pdf,,1577-5097,ELCVIA Electronic Letters on Computer Vision and Image Analysis,,may,1,104--117,,,Implementation of Explainable Ai in Deep Learning Methods for Multiclass Classification of Plant Diseases in Mango Leaves,https://elcvia.cvc.uab.cat/article/view/2009,2026-04-27,24,2025
"Mango leaf diseases can seriously impact on the yield and vitality of mango trees, resulting in considerable financial losses. Prompt and precise identification of these diseases are essential for facilitating quick action and improving agricultural management practices. In the past few years, convolutional neural network (CNN) models have gained significant popularity towards image recognition and classification. Using CNN models, approaches for image-based disease diagnosis in the crops have become increasingly popular within the current scientific community. Mango leaves disease represents considerable threats to mango cultivation globally, making it essential to develop precise and efficient classification methods for timely disease control. Our research focuses on introducing an Explainable AI (XAI) framework that incorporates a modified VGG-16 CNN, alongside Gradient-weighted Class Activation Mapping (Grad-CAM), to recognize seven major mango leaf diseases using the publicly available MangoLeafBD dataset (3,500 images across seven classes). Our model demonstrated outstanding effectiveness in classification, achieving 92.8\% accuracy, while as providing precise and graphical explanations to enhance use and foster farmer trust. Our results provide important insights for implementing CNN models that improve the accuracy and effectiveness of monitoring plant diseases in agricultural environments, ensuring greater clarity in model decision-making to optimize the framework for low-resource devices, expanding the dataset to include diverse mango varieties, and exploring multi-crop applications.",,Mohammad Nasar and Md. Abu Kausar and Md Abu Nayyer and Vikash Kumar and Md. Arshad Anwer,,mohammadnasarExplainableAIMango2025b,https://creativecommons.org/licenses/by-sa/4.0,10.58993/ijh/2025.82.3.16,article,Full Text:C\:\\Users\\kamalesh\\My Drive\\College\\3. PhD\\Zotero\\storage\\L7P7PGXA\\Mohammad Nasar et al. - 2025 - The Explainable AI for mango leaf disease detection bridging the gap between model accuracy and far.pdf:application/pdf,,"0974-0112, 0972-8538",Indian Journal of Horticulture,,sep,03,354--358,,The Explainable AI for mango leaf disease detection,The Explainable AI for mango leaf disease detection: bridging the gap between model accuracy and farmers usability,https://journal.iahs.org.in/index.php/ijh/article/view/2988,2026-04-27,82,2025
"Abstract BACKGROUND Cassava is a high‐carbohydrate crop that is at risk of viral infections. The production rate and quality of cassava crops are affected by several diseases. However, the manual identification of diseases is challenging and requires considerable time because of the lack of field professionals and the limited availability of clear and distinct information. Consequently, the agricultural management system is seeking an efficient and lightweight method that can be deployable to edged devices for detecting diseases at an early stage. To address these issues and accurately categorize different diseases, a very effective and lightweight framework called CDDNet has been introduced. We used MobileNetV3Small framework as a backbone feature for extracting optimized, discriminating, and distinct features. These features are empirically validated at the early intermediate stage. Additionally, we modified the soft attention module to effectively prioritize the diseased regions and enhance significant cassava plant disease‐related features for efficient cassava disease detection. RESULTS Our proposed method achieved accuracies of 98.95\%, 97.03\%, and 98.25\% on Cassava Image Dataset, Cassava Plant Disease Merged (2019–2020) Dataset, and the newly created Cassava Plant Composite Dataset, respectively. Furthermore, the proposed technique outperforms previous state‐of‐the‐art methods in terms of accuracy, parameter count, and frames per second values, ultimately making the proposed CDDNet the best one for real‐time processing. CONCLUSION Our findings underscore the importance of a lightweight and efficient technique for cassava disease detection and classification in a real‐time environment. Furthermore, we highlight the impact of modified soft attention on model performance. © 2024 The Author(s). Pest Management Science published by John Wiley \& Sons Ltd on behalf of Society of Chemical Industry.",,"Dosset, Arailym and Dang, L. Minh and Alharbi, Faisal and Habib, Shabana and Alam, Nur and Park, Han Yong and Moon, Hyeonjoon",,dossetCassavaDiseaseDetection2025,,10.1002/ps.8456,article,Full Text:C\:\\Users\\kamalesh\\My Drive\\College\\3. PhD\\Zotero\\storage\\FYL7FS7Z\\Dosset et al. - 2025 - Cassava disease detection using a lightweight modified soft attention network.pdf:application/pdf,,"1526-498X, 1526-4998",Pest Management Science,en,feb,2,607--617,,,Cassava disease detection using a lightweight modified soft attention network,https://scijournals.onlinelibrary.wiley.com/doi/10.1002/ps.8456,2026-04-27,81,2025
"Accurate and timely detection of plant diseases is essential for sustainable agriculture and effective crop management. This study presents a comprehensive deep learning and explainable AI (XAI) framework for bottle gourd (Lagenaria siceraria) disease classification based on original image samples. The dataset consists of 7000 images spanning seven classes: five disease categories and two healthy conditions (fresh fruit and fresh leaf). Ten state-of-the-art architectures—ConvNeXt-Tiny, DenseNet121, EfficientNetB3, InceptionV3, MobileNetV3, ResNet50, Swin-Tiny, VGG19, Vision Transformer (ViT), and YOLO11n—were individually trained and evaluated. To improve overall classification performance, three ensemble strategies—soft voting, weighted soft voting, and stacking—were applied. The stacking ensemble achieved the highest accuracy of 99.52 \%. To enhance model interpretability, four explainability methods—Grad-CAM, Grad-CAM++, Score-CAM, and Eigen-CAM—were utilized to highlight discriminative image regions contributing to model predictions. The final stacking-based ensemble was deployed via a web application that provides real-time image-based diagnosis along with targeted post-infection treatment recommendations for the five disease classes. This integrated framework exhibits strong potential for practical implementation in precision agriculture, especially in resource-limited settings.",,"Nuhash, Md․Naimul Islam and Sohag, Md․ and Ramit, Shahriar Sultan and Tusher, Raja Tariqul Hasan",,nuhashDeepEnsembleLearning2025b,,10.1016/j.atech.2025.101541,article,PDF:C\:\\Users\\kamalesh\\My Drive\\College\\3. PhD\\Zotero\\storage\\DQHYKM94\\Nuhash et al. - 2025 - A deep ensemble learning and explainable AI framework for accurate bottle gourd disease diagnosis an.pdf:application/pdf,,27723755,Smart Agricultural Technology,en,dec,,101541,,,A deep ensemble learning and explainable AI framework for accurate bottle gourd disease diagnosis and deployment,https://linkinghub.elsevier.com/retrieve/pii/S2772375525007725,2026-04-27,12,2025
"Efficient insect detection in agricultural fields is crucial for crop health and yield optimization. Traditional image-based methods often struggle with generalization and computational cost. This paper presents a novel framework combining feature selection and explainable artificial intelligence (XAI) to enhance detection accuracy, efficiency, and interpretability. Using a curated dataset comprising 3000 annotated images of pests and beneficial insects collected from diverse agricultural environments, we evaluated three feature selection techniques—Mutual Information (MI), Recursive Feature Elimination (RFE), and Principal Component Analysis (PCA). RFE achieved a 40\% reduction in feature space, resulting in a 12\% improvement in classification accuracy and a 35\% reduction in inference time. Our optimized MobileNetV2 model achieved 93.4\% accuracy, with a precision of 92.8\%, recall of 91.7\%, and F1-score of 92.2\%. Explainable AI techniques such as SHAP and LIME were employed to visualize and interpret model decisions, thereby ensuring transparency and trust in model predictions. The proposed framework demonstrates superior performance and interpretability over conventional methods, paving the way for real-time, farmer-friendly pest management systems deployable on low-power devices.",,"Deb, Nibedita and Rahman, Tawfikur",,debLightweightCNNMobileNetV22026b,,10.1016/j.jafr.2025.102604,article,PDF:C\:\\Users\\kamalesh\\My Drive\\College\\3. PhD\\Zotero\\storage\\EZB6PTCZ\\Deb and Rahman - 2026 - Lightweight CNN and MobileNetV2 with feature selection and explainable AI for efficient insect detec.pdf:application/pdf,,26661543,Journal of Agriculture and Food Research,en,feb,,102604,,,Lightweight CNN and MobileNetV2 with feature selection and explainable AI for efficient insect detection in potato plants,https://linkinghub.elsevier.com/retrieve/pii/S2666154325009755,2026-04-27,25,2026
"Plant diseases pose a significant threat to global food security by limiting access to safe and abundant food sources while impacting agricultural productivity and food safety. To address this challenge, innovative disease detection techniques are crucial. This paper presents a novel approach to tomato leaf disease detection grounded in deep transfer learning. We employ convolutional neural networks (CNNs) to recognize and categorize diseases, leveraging pre-trained models such as EfficientNetB3, Xception, and MobileNetV2. Our experimental results highlight the efficacy of these models, with the CNN achieving an accuracy of 0.92, MobileNetV2 at 0.93, Xception at 0.94 and EfficientNetB3 at 0.993. By combining these machine learning techniques with image processing methods, we create a system capable of diagnosing tomato leaf diseases promptly. The system employs image processing techniques to facilitate disease recognition, enabling automated disease identification as soon as symptoms manifest on leaves or plants. This empowers farmers with timely information and appropriate treatment options, ultimately leading to precise disease management.Furthermore, our research delves into model interpretability by employing Saliency maps and Grad-CAM techniques, providing valuable insights into the decision-making process of our deep learning models. This transparency enhances the trustworthiness of the AI-driven disease detection system, fostering its practical application in agriculture.","Cox's Bazar, Bangladesh","Mahmud, Tanjim and Barua, Koushick and Barua, Anik and Basnin, Nanziba and Das, Sudhakar and Hossain, Mohammad Shahadat and Andersson, Karl",2023 26th International Conference on Computer and Information Technology (ICCIT),mahmudExplainableAITomato2023,https://doi.org/10.15223/policy-029,10.1109/ICCIT60459.2023.10441570,inproceedings,PDF:C\:\\Users\\kamalesh\\My Drive\\College\\3. PhD\\Zotero\\storage\\PQC9HCLZ\\Mahmud et al. - 2023 - Explainable AI for Tomato Leaf Disease Detection Insights into Model Interpretability.pdf:application/pdf,979-8-3503-5901-5,,,en,dec,,1--6,IEEE,Explainable AI for Tomato Leaf Disease Detection,Explainable AI for Tomato Leaf Disease Detection: Insights into Model Interpretability,https://ieeexplore.ieee.org/document/10441570/,2026-04-27,,2023
"Potato cyst nematodes pose a major threat to potato cultivation, with infestations often going undetected for years. Early and accurate detection is crucial for effective management, necessitating reliable, large-scale monitoring methods. Hyperspectral imaging shows great promise for non-invasive nematode detection, yet distinguishing between biotic (e.g., nematodes) and abiotic (e.g., drought) stressors remains a challenge. This study investigated the stress responses of potato plants to potato cyst nematodes Globodera rostochiensis and G. pallida, and water deficiency. We generated datasets to isolate and evaluate single and combined stressor effects on plant physiology and morphology. Various machine learning models and spectral processing techniques were applied to assess classification performance. Exploratory methods identified key spectral wavelengths, while statistical analyses evaluated the significance of physiological and morphological traits. Results showed that water deficiency was the dominant classification factor (F1 = 0.95). The distinction between infected and non-infected plants reached F1 = 0.70 in well-watered conditions and 0.80 in water-deficient plants. Distinguishing nematode species and inoculation levels yielded moderate accuracy (F1 = 0.65–0.80), improving to 0.80 when combining biotic and abiotic stress. However, classifying multiple stress categories simultaneously reduced performance (F1 = 0.58). These findings highlight the challenges of stressor separation and the potential of hyperspectral imaging for nematode detection. Further research is needed to refine classification models and validate findings under field conditions, facilitating the integration of hyperspectral imaging into precision agriculture.",,"Lapajne, Janez and Susič, Nik and Vončina, Andrej and Gerič Stare, Barbara and Viaene, Nicole and Van Beek, Jonathan and Nuyttens, David and Širca, Saša and Žibrat, Uroš",,lapajneDetectingNematodesPotato2025a,,10.1016/j.plaphe.2025.100127,article,PDF:C\:\\Users\\kamalesh\\My Drive\\College\\3. PhD\\Zotero\\storage\\5P8X9LQK\\Lapajne et al. - 2025 - Detecting nematodes in potato plants an explainable machine learning approach for detection of potat.pdf:application/pdf,,26436515,Plant Phenomics,en,dec,4,100127,,,Detecting nematodes in potato plants an explainable machine learning approach for detection of potato cyst nematode infections using hyperspectral imaging,https://linkinghub.elsevier.com/retrieve/pii/S2643651525001335,2026-04-27,7,2025
"Traditional deep-learning methods to detect plant leaf disease can be complex and time-consuming if image numbers and size increase. Moreover, complex deep learning networks take longer and require larger memory to produce results. However, feature extraction methods provide some advantages in such a scenario. Using heavyweighted models to enhance accuracy without considering the long execution time is a drawback of research. A weighted model increases the time and space complexity of an experiment. Considering the mentioned limitations, this study proposes a lightweight model experimenting with six deep feature extraction models, five feature selection models, and four machine learning classifiers. During the experiment, a soft voting ensemble classifier was developed to remove a single classifier’s limitations and the unstable performance of the standalone classifiers. After a rigorous experiment, the (ResNet101 – RFE – Ensemble Classifier) together formed the best performer Soursop Ensemble (S-Ensemble) model that obtained a test accuracy of 99.6 \% with an execution time of 648.05 s, outperforming other models. The whole experimental analysis was performed on a primary Soursop leaf disease dataset with six classes containing 3838 images. Finally, the Explainable AI (XAI) model Local Interpretable Model-agnostic Explanations (LIME) is used to interpret the reasons behind the bestperformer and lowest-performer models’ performance. LIME visually highlights which leaf regions influence each prediction, helping users understand model behaviour and enhancing its practical usability in real-world agricultural settings. This research aims to assist farmers with detecting Soursop leaf disease with less execution time and offer researchers an in-depth preview of deep feature-based detection and classification technology to detect and classify diseases within a short training time.",,"Mustofa, Sumaya and Khan, Shahrin and Shovo, Shahriar Ahmed and Emon, Yousuf Rayhan and Rahman, Md. Sadekur",,mustofaOptimizingSoursopLeaf2025b,,10.1016/j.cpb.2025.100526,article,PDF:C\:\\Users\\kamalesh\\My Drive\\College\\3. PhD\\Zotero\\storage\\CWV7GDEW\\Mustofa et al. - 2025 - Optimizing Soursop leaf disease classification with a lightweight ensemble model and explainable AI.pdf:application/pdf,,22146628,Current Plant Biology,en,sep,,100526,,,Optimizing Soursop leaf disease classification with a lightweight ensemble model and explainable AI,https://linkinghub.elsevier.com/retrieve/pii/S2214662825000945,2026-04-27,43,2025
"Accurate identiﬁcation of paddy leaf diseases is vital for timely intervention and sustainable rice production. This study proposes a novel, fully R-based deep learning framework for paddy leaf disease classiﬁcation that integrates model performance evaluation, statistical testing, and post hoc explainability. The methodology incorporates four CNN architectures-Baseline CNN, ResNet50, DenseNet121, InceptionV3-and a novel Hybrid CNN that performs deep feature-level fusion across all models. All networks were trained using a curated dataset comprising six paddy disease categories, with extensive data augmentation applied to enhance generalization. The dataset consisted of 6000 images, split into 4800 for training and 1200 for validation across all classes. A structured hyperparameter optimization strategy was implemented using the tfruns package, and all models were benchmarked using confusion matrix-derived metrics. The Hybrid CNN – Simple Ensemble achieved the best overall performance, recording a mean accuracy of 0.821 and a mean Macro-F1 of 0.818, thereby surpassing the best single model (DenseNet121 Fine-tuned, accuracy 0.793). Statistical validation using McNemar’s test conﬁrmed that the Hybrid Simple Ensemble’s predictions diﬀered signiﬁcantly from those of other models. At the same time, Cohen’s Kappa analysis indicated only moderate agreement with DenseNet121 and weaker agreement with InceptionV3 and ResNet50. To ensure transparency, explainable AI (XAI) techniques-such as SHAP, LIME, and Grad-CAM-were employed to visualize and quantify model attention. Results demonstrated that the Hybrid Simple Ensemble consistently focused on biologically meaningful lesion and streak regions, with higher faithfulness scores than DenseNet121, thereby enhancing both predictive accuracy and interpretability. This study presents a reproducible and interpretable deep learning pipeline for agricultural diagnostics, demonstrating the viability of R for end-to-end CNN development. The inclusion of a hybrid CNN ensemble strategy, coupled with integrated SHAP, LIME, and Grad-CAM explanations, establishes a stronger foundation for deployable, trustaware plant disease detection systems.",,"Nazri, Muhammad Aiman Wafi and Razak, Tajul Rosli",,nazriDeployableExplainableDeep2026b,,10.1016/j.eswa.2025.130337,article,PDF:C\:\\Users\\kamalesh\\My Drive\\College\\3. PhD\\Zotero\\storage\\J7LH9Q9H\\Nazri and Razak - 2026 - Towards deployable and explainable deep learning models for paddy leaf disease classification in R.pdf:application/pdf,,09574174,Expert Systems with Applications,en,mar,,130337,,Towards deployable and explainable deep learning models for paddy leaf disease classification in R,Towards deployable and explainable deep learning models for paddy leaf disease classification in R: A comparative study of CNN architectures with SHAP and LIME,https://linkinghub.elsevier.com/retrieve/pii/S0957417425039521,2026-04-27,300,2026
"The sericulture industry heavily depends on the quality and health of mulberry leaves, the primary food source for silkworms. Accurate classification and disease detection of mulberry leaves are crucial for ensuring high-quality silk production. Traditional methods for leaf classification are challenged by complex leaf features, environmental factors, and the similarity of symptoms across different diseases, which often lead to misclassification and inefficient disease management. This study introduces BerryNet, a system comprising various types of blocks designed for efficient classification of mulberry leaves and disease detection. We have proposed a new advanced block (Nobel Block) that helps extract the features of our model. The model’s explainability is further enhanced by utilizing Explainable Artificial Intelligence (XAI) techniques, which provide insights into the decision-making process and ensure transparency. We introduced the Adaptive Synergistic Loss Function (ASLF), which simultaneously addresses class imbalance, overconfidence, and poor feature separation in a single loss function, leading to more robust and accurate multi-class classification. Experimental results demonstrate that BerryNet outperforms existing models, achieving test accuracies of 98.67\% for leaf classification and 99.09\% for disease detection, significantly improving the sustainability and productivity of the sericulture industry. The model’s efficiency and explainability make it a practical tool for real-world applications, particularly in resource-constrained environments.",,"Nobel, S.M. Nuruzzaman and Tasir, Md All Moon and Sultana, Shirin and Al-Moisheer, Asmaa Soliman and Moni, Mohammad Ali",,nobelExplainableDeepLearning2026b,,10.1016/j.engappai.2025.113470,article,PDF:C\:\\Users\\kamalesh\\My Drive\\College\\3. PhD\\Zotero\\storage\\CDMUW8KA\\Nobel et al. - 2026 - An explainable deep learning model for mulberry leaf classification and disease detection.pdf:application/pdf,,09521976,Engineering Applications of Artificial Intelligence,en,feb,,113470,,,An explainable deep learning model for mulberry leaf classification and disease detection,https://linkinghub.elsevier.com/retrieve/pii/S0952197625035018,2026-04-27,165,2026
"The early and accurate detection of plant diseases is critical for sustainable agriculture, ensuring crop health, reducing losses, and supporting food security. To address this challenge, we present an Ensemble Learning Framework with Explainable AI (XAI) tailored to disease detection, using cucumber leaf diagnosis as a key use case. In this study, we experimented with a dataset comprising 6,400 images capturing six prevalent cucumber leaf diseases – Gummy Stem Blight, Downy Mildew, Anthracnose, Bacterial Wilt, Belly Rot, and Pythium Fruit Rot – alongside two healthy categories. Prior to training, the images underwent preprocessing steps such as resizing, rescaling, and data augmentation (through random rotations, flips, zooms, and contrast adjustments) to enhance model generalization. The proposed framework unites multiple architectures – CNN, DenseNet121, EfficientNetB0, InceptionV3, MobileNetV2, ResNet50, and Xception – into an ensemble that attained overall accuracy of 99\%, alongside high recall and F1-scores. Individual models demonstrated accuracy ranging from 88.71\% to 99\%, underscoring the robustness of the ensemble. Integrating XAI methods further ensures interpretable outputs, granting valuable insights into the decision-making process and heightening transparency for researchers and agronomists. The findings confirm that transfer learning, model ensembling, and interpretability methods significantly enhance classification performance, especially in cases of limited data, offering a scalable solution for improved disease management in agriculture. Additionally, the framework is scalable for real-world deployment by enabling real-time disease monitoring on edge devices (e.g., Raspberry Pi, IoT systems), seamless integration with smart farming platforms, and continuous learning for adaptive crop management.",,"Rashid, Mohammad Rifat Ahmmad and Korim, Md. Al Ehtesum and Hasan, Mahamudul and Ali, Md Sawkat and Islam, Mohammad Manzurul and Jabid, Taskeed and Islam, Raihan Ul and Islam, Maheen",,rashidEnsembleLearningFramework2025b,,10.1016/j.array.2025.100386,article,PDF:C\:\\Users\\kamalesh\\My Drive\\College\\3. PhD\\Zotero\\storage\\PNGXNYXT\\Rashid et al. - 2025 - An Ensemble Learning Framework with Explainable AI for interpretable leaf disease detection.pdf:application/pdf,,25900056,Array,en,jul,,100386,,,An Ensemble Learning Framework with Explainable AI for interpretable leaf disease detection,https://linkinghub.elsevier.com/retrieve/pii/S259000562500013X,2026-04-27,26,2025
"Global food security is threatened by plant diseases and manual detection methods are often labor-intensive and time-consuming. Deep learning offers a promising solution by enabling early and accurate detection of leaf diseases. This study presents a novel deep-learning model designed to address the challenges of real-world leaf disease identification. To enhance the model’s robustness, we incorporated six datasets (LD, LD1, LD2, LD3, LD4, LD5) which include image augmentation techniques, like flipped versions (LD1) and controlled noise (LD2, LD3). Additionally, we introduced new datasets with additional noise types (LD4) and real-world scenarios (LD5). To further improve accuracy, we employed an ensemble approach, combining MobileNetV3\_Small and EfficientNetV2B3 with weighted voting. Our model achieved exceptional performance, surpassing 94 \% accuracy on imbalanced data (LD) and exceeding 99 \% on balanced, high-quality data (LD1). Even in noisy environments (LD2, LD3, LD4, LD5), our model consistently outperformed other approaches, maintaining an accuracy rate above 90 \%. To ensure transparency and interpretability, we utilized Explainable AI (LIME) to visualize the model’s decision-making process. These results demonstrate the potential of our model as a reliable and accurate tool for leaf disease detection in practical agricultural settings.",,"Raval, Hetarth and Chaki, Jyotismita",,ravalEnsembleTransferLearning2024b,,10.1016/j.ecoinf.2024.102925,article,PDF:C\:\\Users\\kamalesh\\My Drive\\College\\3. PhD\\Zotero\\storage\\PLCZ8P8W\\Raval and Chaki - 2024 - Ensemble transfer learning meets explainable AI A deep learning approach for leaf disease detection.pdf:application/pdf,,15749541,Ecological Informatics,en,dec,,102925,,Ensemble transfer learning meets explainable AI,Ensemble transfer learning meets explainable AI: A deep learning approach for leaf disease detection,https://linkinghub.elsevier.com/retrieve/pii/S1574954124004679,2026-04-27,84,2024
"The integration of agri-technology with the Internet of Agricultural Things (IoAT) is revolutionizing the field of smart agriculture, particularly in diagnosing and treating Oryza sativa (rice) diseases. Given that rice serves as a staple food for over half of the global population, ensuring its healthy cultivation is crucial, particularly with the growing global population. Accurate and timely identification of rice diseases, such as Brown Leaf Spot (BS), Bacterial Leaf Blight (BLB), and Leaf Blast (LB), is therefore essential to maintaining and enhancing rice production. In response to this critical need, the research introduces a timely detection system that leverages the power of Digital Twin (DT)-enabled Fog computing, integrated with Edge and Cloud Computing (CC), and supported by sensors and advanced technologies. At the heart of this system lies a sophisticated deep-learning model built on the robust AlexNet neural network architecture. This model is further refined by including Quaternion convolution layers, which enhance colour information processing, and Atrous convolution layers, which improve depth perception, particularly in extracting disease patterns. To boost the model’s predictive accuracy, the Chaotic Honey Badger Algorithm (CHBA) is employed to optimize the CNN hyperparameters, resulting in an impressive average accuracy of 93.5 \%. This performance significantly surpasses that of other models, including AlexNet, AlexNet-Atrous, QAlexNet, and QAlexNet-Atrous, which achieved respective accuracies of 75 \%, 84 \%, 89 \%, and 91 \%. Moreover, the CHBA optimization algorithm outperforms other techniques like CSO, BSO, PSO, and CJAYA and demonstrates optimal results with an 80–20 \% training-testing parameter split. Service latency analysis further reveals that the Fog-Edge-assisted environment is more efficient than the Cloud-assisted model for latency reduction. Additionally, the DT-enabled QAlexNet-Atrous-CHBA model proves to be far superior to its non-DT counterpart, showing substantial improvements in 18.7 \% in Accuracy, 17 \% in recall, 19 \% in Fβ-measure, 17.3 \% in specificity, and 13.4 \% in precision, respectively. These enhancements are supported by convergence analysis and the Quade rank test, establishing the model’s effectiveness and potential to significantly improve rice disease diagnosis and management. This advancement promises to contribute significantly to the sustainability and productivity of global rice cultivation.",,"Rajareddy, Goluguri N.V. and Mishra, Kaushik and Satti, Satish Kumar and Chhabra, Gurpreet Singh and Sahoo, Kshira Sagar and Gandomi, Amir H.",,rajareddyDigitalTwinenabledFogedgeassisted2025,,10.1016/j.ecoinf.2025.103063,article,PDF:C\:\\Users\\kamalesh\\My Drive\\College\\3. PhD\\Zotero\\storage\\YI5TT6GN\\Rajareddy et al. - 2025 - A digital twin-enabled fog-edge-assisted IoAT framework for Oryza Sativa disease identification and.pdf:application/pdf,,15749541,Ecological Informatics,en,jul,,103063,,,A digital twin-enabled fog-edge-assisted IoAT framework for Oryza Sativa disease identification and classification,https://linkinghub.elsevier.com/retrieve/pii/S157495412500072X,2026-04-27,87,2025
,,"Ruhad, Fahim Mahafuz and Fahim, Md and Hossain, Mir Sazzat and Monir, Md. Fahad and Islam, Ashraful and Amin, M. Ashraful",,ruhadClassificationBenchmarkingObject2025,,10.1016/j.atech.2025.101336,article,PDF:C\:\\Users\\kamalesh\\My Drive\\College\\3. PhD\\Zotero\\storage\\BWNJC9VQ\\Ruhad et al. - 2025 - Beyond classification Benchmarking object detection models for efficient tomato leaf disease identi.pdf:application/pdf,,27723755,Smart Agricultural Technology,en,dec,,101336,,Beyond classification,Beyond classification: Benchmarking object detection models for efficient tomato leaf disease identification on a real-world dataset,https://linkinghub.elsevier.com/retrieve/pii/S2772375525005672,2026-04-27,12,2025
"Cotton leaf diseases are common agricultural issues and multifaceted threats to millions of farmers worldwide. This study aims to provide an up-to-date approach to diagnosing diseases of cotton leaves using advanced DL (Deep Learning) that is accessible and actionable by farmers, bridging the gap between technology and agricultural practices. The key to this study was the construction of a diverse dataset comprising 5722 highresolution images collected from three independent sources and further enriched with expert guidance in annotation. Advanced preprocessing was done, like denoising, sharpening, and color balancing, to increase the quality of images, while augmentation increased generalization and reduced overfitting. In it, COLD-12 is proposed, which has achieved a promising result by incorporating Atrous Spatial Pyramid Pooling with Squeezeand-Excitation blocks for improved channel attention in its multi-level feature extraction. The training accuracy of the model was 99.94 \%, and the validation accuracy was 99.24 \%, which indicates that the model was robust with very low validation loss. The inner workings of the COLD-12 model were interpreted by using explainable AI techniques such as Grad-CAM, Grad-CAM++, and Layer-CAM. It showed advantages compared to state-of-the-art models such as VGG16, VGG19, Xception, DenseNet121, and InceptionResNetV2.The impact of batch size, K-fold cross-validation, and preprocessing techniques was also explored, resulting in improved accuracy and interpretability. An interactive web tool was developed to bridge research and real-world applications, offering farmers a convenient assistant for diagnosing cotton leaf diseases, thus supporting sustainable farming initiatives.",,"Nirob, Md. Asraful Sharker and Bishshash, Prayma and Siam, A K M Fazlul Kobir",,nirobCOLD12MultilevelFeature2025,,10.1016/j.fraope.2025.100263,article,PDF:C\:\\Users\\kamalesh\\My Drive\\College\\3. PhD\\Zotero\\storage\\H3NL3KD9\\Nirob et al. - 2025 - COLD-12 A multi-level feature extraction hybrid CNN Model for accurate cotton disease diagnosis.pdf:application/pdf,,27731863,Franklin Open,en,jun,,100263,,COLD-12,COLD-12: A multi-level feature extraction hybrid CNN Model for accurate cotton disease diagnosis,https://linkinghub.elsevier.com/retrieve/pii/S2773186325000532,2026-04-27,11,2025
"Maize leaf diseases significantly threaten crop yields, and there is need for accurate, and accessible diagnostic tools. This research addresses this need by developing and evaluating deep learning (DL) and machine learning (ML) models for in-field classification and detection of four critical maize diseases: Maize Leaf Blight, Maize Lethal Necrosis, Maize Streak Virus, and Fall Armyworm damage. Utilizing field imagery captured via digital cameras and smartphones across Uganda, Tanzania, Ghana, and Namibia, we developed and compared custom Convolutional Neural Networks (CNNs), transfer learning (MobileNetV2, InceptionResNetV2), Vision Transformers (ViT), and classical ML models. For detection, a transformer-enhanced YOLOv10 architecture was implemented. Explainable AI (XAI) techniques (Grad-CAM, LIME) were incorporated to ensure model transparency. MobileNetV2 achieved the highest classification accuracy (97\%), while the enhanced YOLOv10 reached a mean Average Precision (mAP) of 0.995 for object detection. The best models were integrated into a mobile application deployed on edge devices for real-time diagnosis by smallholder farmers in Uganda, with performance validated through field tests. This study demonstrates a powerful, interpretable, and field-deployable solution combining advanced DL, transformers, and XAI for effective maize health management.",,"Nakatumba-Nabende, Joyce and Murindanyi, Sudi",,nakatumba-nabendeDeepLearningModels2025,,10.1016/j.mlwa.2025.100673,article,PDF:C\:\\Users\\kamalesh\\My Drive\\College\\3. PhD\\Zotero\\storage\\GA8ZPLH2\\Nakatumba-Nabende and Murindanyi - 2025 - Deep learning models for enhanced in-field maize leaf disease diagnosis.pdf:application/pdf,,26668270,Machine Learning with Applications,en,jun,,100673,,,Deep learning models for enhanced in-field maize leaf disease diagnosis,https://linkinghub.elsevier.com/retrieve/pii/S2666827025000568,2026-04-27,20,2025
